X,Y,OBJECTID,COUNTY_NAM,CONST_CODE,CONSTITUEN,COUNTY_ASS,COUNTY_A_1,REGIST_CEN,REGISTRATI,COUNTY_COD,Shape_Leng,Shape_Area
35.5731287828726,0.375750814162747,142,ELEGEYO-MARAKWET,150,KEIYO SOUTH,0,,0,,28,1.40709325576,0.07194337622
35.0670600328554,0.416765453407054,143,NANDI,156,MOSOP,0,,0,,29,1.24575905977,0.04741927793
35.1884598423894,0.068163294199977,144,NANDI,153,NANDI HILLS,0,,0,,29,1.2899861103,0.03157852399
35.1289079196899,0.190843180097552,145,NANDI,155,EMGWEN,0,,0,,29,1.4119622774,0.02996483632
35.3080536357711,0.060655483826961,146,NANDI,151,TINDERET,0,,0,,29,1.34266752509,0.0446468722
34.9752685673766,0.056658376871962,147,NANDI,152,ALDAI,0,,0,,29,1.34723856347,0.03738972358
35.0844651223491,0.273942593128178,148,NANDI,154,CHESUMEI,0,,0,,29,1.14069221426,0.03885722347
35.7652080876135,0.389360650088946,149,BARINGO,159,BARINGO CENTRAL,0,,0,,30,1.44522556466,0.05499115773
35.8092956441946,0.765978553150605,150,BARINGO,158,BARINGO NORTH,0,,0,,30,1.70705806205,0.13260501434
35.9869644440962,0.125474656797107,151,BARINGO,161,MOGOTIO,0,,0,,30,1.94810847381,0.10670952501
35.7225854707664,-0.008284335592352,152,BARINGO,162,ELDAMA RAVINE,0,,0,,30,1.42952020461,0.07571124654
36.0523401634094,0.455034229802703,153,BARINGO,160,BARINGO SOUTH,0,,0,,30,2.4644409006,0.15304347877
35.9512025818245,1.14146631181981,154,BARINGO,157,TIATY,0,,0,,30,3.31679012773,0.36105592722
37.0898108052551,0.425950175247144,155,LAIKIPIA,165,LAIKIPIA NORTH,0,,0,,31,4.7524336173,0.43120850168
36.21971477874,0.04234539040951,156,NAKURU,172,SUBUKIA,0,,0,,32,1.33149798026,0.03314880472
35.6442648522385,-0.545484941872383,157,NAKURU,170,KURESOI SOUTH,0,,0,,32,1.00680728047,0.04214728252
35.9561612058381,-0.496564921097114,158,NAKURU,167,NJORO,0,,0,,32,1.47630988434,0.06162876448
36.1243633514685,-0.382886721214545,159,NAKURU,176,NAKURU TOWN EAST,0,,0,,32,0.75543579281,0.01367236608
35.9411371815682,-0.085219111010473,160,NAKURU,173,RONGAI,0,,0,,32,2.27259133918,0.08322619833
36.3647306831301,-0.885633774777671,161,NAKURU,168,NAIVASHA,0,,0,,32,2.18884632757,0.13980165118
36.2417079213077,-0.521283433107335,162,NAKURU,169,GILGIL,0,,0,,32,1.91108499018,0.10456038829
36.0616004542435,-0.371901285031782,163,NAKURU,175,NAKURU TOWN WEST,0,,0,,32,0.67435529825,0.01045720221
35.6946786644091,-0.252911959983745,164,NAKURU,171,KURESOI NORTH,0,,0,,32,1.70564262398,0.04963580331
35.7914860205046,-0.359205440630947,165,NAKURU,166,MOLO,0,,0,,32,1.18030790702,0.04076121375
36.1185429379352,-0.209302187359274,166,NAKURU,174,BAHATI,0,,0,,32,0.91483806469,0.02794901518
35.8042210902281,-1.36024248806425,167,NAROK,181,NAROK SOUTH,0,,0,,33,4.787643602,0.39310408189
35.8851928512573,-0.844343215132124,168,NAROK,179,NAROK NORTH,0,,0,,33,3.3407522485,0.21511215726
34.8635202326787,-1.22257814332231,169,NAROK,177,KILGORIS,0,,0,,33,2.74479403754,0.20788041318
35.3358708720232,-1.31754775648903,170,NAROK,182,NAROK WEST,0,,0,,33,3.56680335118,0.43923088526
35.1078789597499,-1.00364391719423,171,NAROK,178,EMURUA DIKIRR,0,,0,,33,0.83114300733,0.02312727275
36.1500731889072,-1.12483005971096,172,NAROK,180,NAROK EAST,0,,0,,33,2.01553921994,0.17465341645
36.8191617336585,-2.17808298280099,173,KAJIADO,184,KAJIADO CENTRAL,0,,0,,34,2.87552205692,0.34997994077
36.4438713940764,-1.70243563490375,174,KAJIADO,186,KAJIADO WEST,0,,0,,34,4.044868769,0.63392347851
37.0867689963907,-1.89399523842859,175,KAJIADO,185,KAJIADO EAST,0,,0,,34,3.69237431799,0.26566559447
37.4736440850203,-2.69492925391196,176,KAJIADO,187,KAJIADO SOUTH,0,,0,,34,3.37235499353,0.51546490764
36.6839528614036,-1.37922369615067,177,KAJIADO,183,KAJIADO NORTH,0,,0,,34,0.6703374609,0.01393498665
37.8756366907976,-2.24937224127658,178,MAKUENI,87,KIBWEZI WEST,0,,0,,17,2.69053506478,0.17075961647
37.5992790656894,-1.65315033641043,179,MAKUENI,83,MBOONI,0,,0,,17,1.8773304441,0.07961274307
37.6702364169748,-1.94889538640199,180,MAKUENI,86,MAKUENI,0,,0,,17,2.17303993355,0.12625993789
37.438088119935,-1.79115159435784,181,MAKUENI,85,KAITI,0,,0,,17,1.01497562827,0.03277389708
37.2650732530633,-1.83509590347221,182,MAKUENI,84,KILOME,0,,0,,17,1.52908806095,0.06686785441
38.1262872042776,-2.65910122759652,183,MAKUENI,88,KIBWEZI EAST,0,,0,,17,2.48153984928,0.18797854886
35.2789156490949,-0.414747497989342,184,KERICHO,192,BELGUT,0,,0,,35,1.40892113308,0.03608747012
35.403217677143,-0.162183766006416,185,KERICHO,189,KIPKELION WEST,0,,0,,35,0.89534212773,0.02858918154
